candidate_id	decision	linked_lexeme_id	admitted_class	admitted_stem	gender	aspect	number_restriction	animacy	stem_alternants	principal_parts	accent_metadata	positional_metadata	abbreviation_metadata	normative_source	normative_citation	target_evidence	semantic_evidence	confidence_bp	assumptions	review_note
synodal:family-candidate:b4b81c5b500b3baf9e9473a6	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.23.9		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:b6329c72da91d7072a6d3478	admitted	synodal:adverb:ottudu	exact-indeclinable-adverb	not-inferred			indeclinable				acute on first ꙋ	preserve ѿ and marked vowel		alypy-gamanovich-grammar-web-2023	§107	ponomar-acts-13-4-ottudu-adverb	alypy-107-ottudu-adverb,sense:v12:adverb:ottudu	10000	The admission is one exact invariant adverb and does not license productive analysis of other ѿ- or -дꙋ surfaces.	Admitted after source review as the exact indeclinable pronominal adverb ѿтꙋ́дꙋ; Alypy supplies category and formation, while disjoint locked source and evaluation passages test the target spelling.
synodal:family-candidate:b6447da8fa67bf3c649e37fd	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.20		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:b70ab4efc02a968c0ee1eef8	admitted	synodal:noun:bezzakonie	first-soft-ie-n	беззаконї	neuter		singular,dual,plural	inanimate			fixed acute on the third stem vowel	exact wide-omega accusative-plural spelling remains cell-scoped		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-dan-13-5-bezzakonie-nominative-singular,ponomar-dan-13-57-bezzakoniya-genitive-singular,ponomar-ex-34-7-bezzakoniya-accusative-plural,ponomar-ezek-18-21-bezzakonii-genitive-plural	ponomar-sci-bezzakonie-semantic,sense:v16:noun:bezzakonie	10000	Unattested cells use the complete soft -їе table; the source-specific wide omega is exact, not generalized.	Admitted after the SCI semantic identity and four governed target cells established the neuter soft -їе class, fixed accent, and bounded positional spelling.
synodal:family-candidate:b7a24f1eb24c25dc0d1e5021	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Apoc.3.12 supplies a evaluation-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Deut.7.5 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Ex.26.18 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces столпы̀, столпа̀, столпѡ́въ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:b8156a6c7883de3768a38db2	admitted	synodal:noun:predel	first-hard-m	предѣл	masculine		singular,dual,plural	inanimate			fixed acute on ѣ outside exact kamora cells	hard-masculine -ы and locative-plural -ѣхъ spellings		alypy-gamanovich-grammar-web-2023	§§34–38	ponomar-amos-1-13-predely-accusative-plural,ponomar-deut-16-4-predelekh-locative-plural	ponomar-sci-predel-semantic,sense:v12:noun:predel	10000	Alypy licenses the hard-masculine case inventory; exact target cells and Polyakov N1t constrain accent and spelling rather than corpus grouping.	Admitted as the same complete productive предѣлъ family, with source-backed accusative and locative plural cells and disjoint held-out evaluation of the leading plural surface.
synodal:family-candidate:b89a3dfc147fd528b9587821	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.24		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:b8f39255d16d629027767203	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Ezek.2.4		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:b9b340678700a9093109a13c	admitted	synodal:proper-noun:petr	first-hard-m	петр	masculine		singular,dual,plural	animate			mobile: root acute in nominative/vocative singular; ending stress elsewhere			alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-acts-1-13-petr-nominative-singular,ponomar-acts-3-3-petra-accusative-singular,ponomar-acts-2-37-petru-dative-singular,ponomar-jn-18-11-petrovi-dative-singular,ponomar-acts-10-45-petrom-instrumental-singular,ponomar-acts-11-7-petre-vocative-singular	ponomar-sci-petr-semantic,sense:v19:proper-noun:petr	10000	Unattested dual and plural cells are transparent products of the reviewed hard-masculine class and mobile accent rule, not corpus-attested uses of the apostle's name.	Admitted after the SCI identity, Alypy's complete class and explicit -ови rule, and six independent target cells established the animate hard-masculine Peter family and its mobile singular accent; disjoint passages hold out nominative, genitive, accusative, the -ови dative, and vocative.
synodal:family-candidate:b9bcd1cd04ded36bac24b471	deferred	synodal:noun:zhena														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.18.2,Acts.5.1	synodal:noun:zhena	1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:ba174c2860186b81daaffc57	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.8.5	synodal:candidate:03b0a29929922837dff5861f,synodal:candidate:59de23a00eb50cb68223871a,synodal:candidate:fe54a2a026b096958231050d	2500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: multiple lexical identities or grammatical cells remain compatible. Independent target-recension identity and cell evidence is required before any alternative may enter Strict top-k.
synodal:family-candidate:ba52f932fc233b0938d41b5a	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.2		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:ba98c6a6bbb12731ee2e2f0c	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.13.43 supplies target-recension surface evidence		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: the target corpus establishes the marked surface, but semantic expansion, all compatible typed cells, exact combining-mark order, positional restrictions, and reverse-registry behavior are not jointly supported by independent target-recension evidence.
synodal:family-candidate:baac139053066d943f2e4b28	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.12		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the target corpus establishes a recurring titlo or superscript surface, but semantic expansion, exact grammatical cells, required marks, and reversibility are not yet independently specified.
synodal:family-candidate:bb802156b7a06c6fdd0f03cb	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.9		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:bbe309e937bf33ebfa661014	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.47,Hagg.1.2		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:bbffd2649c34d4fa99be9c1b	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.2.14,Amos.6.13	synodal:candidate:4994eaa7f5393fcd12c2e517	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:bc82f226c34a6c3aeef72cbe	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.3.13		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:bcf80cfc98e035c9d87dcbac	deferred	synodal:noun:glas														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.22.9,Acts.7.57	synodal:candidate:e1db7e5d0d5691e4be755a09	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:bde496fdf825f759b3b93486	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.3,Dan.11.11,Dan.3.14,Deut.16.18	synodal:candidate:076d1c8a0addaf52fcccf844	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:be1517232d983ba05ea26d07	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.14		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:be482c7573010f8c3450b1db	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.12.20		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:bef5c1f80e6062ce9f5fa3d6	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.39,Acts.2.10,Dan.3.2	synodal:candidate:bed493d2f679af61b7d427b7	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:bf73459730af4799c837c8b9	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.19,Acts.2.2	synodal:candidate:7790891c2704c96890e42dde	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:bf83622b899553b967433d32	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.13,Baruch.2.20,Dan.1.17	synodal:candidate:7b1e864dda89753fee90499f	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:bfae6efabd417ea1482616c6	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.6		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:bfb6eb35b6d16ff077d1888b	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.1.15 supplies a source-partition target-recension surface occurrence		1000	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces воста́въ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:c00ad7de23cdb66b1c7b650d	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.12		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:c0305d5181d7de90f9a3f3e2	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.12.10 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.22.29 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Deut.31.6 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces ѿстꙋпѝ, ѿстꙋпи́ша, ѿстꙋ́питъ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:c3697ad28f74152db0ce0d6a	admitted	synodal:noun:angel	exact-abbreviation-variant	not-inferred	masculine			singular			exact printed form	exact lowercase breathing and titlo	initial breathing and titlo required	alypy-gamanovich-grammar-web-2023	§§2–3	v06-target-angel-lower-nom-abbreviation	alypy-3-abbreviation-inventory	10000	No blanket case folding or untitled normalization is inferred.	Admitted as the exact lowercase nominative contraction only; the untitled evil-spirit spelling remains a separate identity.
synodal:family-candidate:c3aa7d4230dd67bd81f59e50	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.28,Acts.8.36		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:c3aeaf06e32b2eed973f9086	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.9.8		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:c3dbb33e68bd308b6ebb65ac	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.31,Acts.7.34	synodal:candidate:a18629b39c2df655d4a3651f	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:c3ea05a94ae4630e4353e727	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.23	synodal:candidate:3aca5352494439da2531e4e7,synodal:candidate:ba743663535793622def4f2b	2500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: multiple lexical identities or grammatical cells remain compatible. Corpus frequency and OCS dictionary candidates cannot resolve the target-recension ambiguity; all candidates must remain visible.
synodal:family-candidate:c65f3c90ce0fc79987f0c494	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.4.33 supplies target-recension surface evidence		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: the target corpus establishes the marked surface, but semantic expansion, all compatible typed cells, exact combining-mark order, positional restrictions, and reverse-registry behavior are not jointly supported by independent target-recension evidence.
synodal:family-candidate:c7a75439f885ec11e208a657	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.17.33 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces среды̀. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:c875b0d0276cf6b342525d33	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.14.17,Acts.27.32,Apoc.11.8		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:c8da6ab79d289eaf8f196b6c	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.14.2,Acts.2.27		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:c98f947b745b5bf3de8c03c8	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:III_Esdra.7.40 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:II_Macc.15.22 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces є҆зекі́а, є҆зекі́и. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:c993ee484cebcad7fac9c44c	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.3		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:ca01001bfea19ec6e7b18245	deferred	synodal:noun:sila														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.8,Acts.3.12,Acts.6.8	synodal:noun:sila	1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:caac0002968c86ed8db3e4b5	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.33		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: multiple lexical identities or grammatical cells remain compatible. Corpus frequency and OCS dictionary candidates cannot resolve the target-recension ambiguity; all candidates must remain visible.
synodal:family-candidate:cb4895b1e298df52c7563069	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.11.8		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:cd55c50168aa43b6a4945865	deferred															english-wiktionary-ocs-kaikki-2026-08-07:synodal:candidate:b8c98d0a94475f2f81a73c3c supplies an OCS dictionary identity/form candidate (for); ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.2.15 supplies target-recension surface evidence		5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: a spelling relationship is diagnostic only; exact target identity, printed accent or positional behavior, and every compatible typed cell are not independently cited together.
synodal:family-candidate:cdcdd48073d6087c35df18ba	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Dan.8.4 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Ezek.45.23 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces ѻ҆вна̀, ѻ҆внѡ́въ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:ce15d5de735b0d47ca7c5101	deferred															wikisource-church-slavonic-bible-2026-08-09:Judg.7.15,Judg.9.7,Nehem.4.4		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:ce5a7686cda4d6e54b9b068b	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.12.6		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:cf4d354e20403dfe0c71a85c	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.16,Acts.3.22,Acts.7.23	synodal:candidate:a06b957f82e5eb27d573c5d5	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:d089e68e79b6ea720c8f801c	admitted	synodal:noun:sosud	first-hard-m	сосꙋд	masculine		singular,dual,plural	inanimate			fixed acute on the second stem vowel	ordinary hard-masculine endings with liturgical omega		alypy-gamanovich-grammar-web-2023	§§34–38	ponomar-acts-9-15-sosud-nominative-singular,ponomar-deut-23-25-sosud-accusative-singular,ponomar-apoc-2-27-sosudy-nominative-plural,ponomar-baruch-1-8-sosudy-accusative-plural,ponomar-esther-1-8-sosudi-nominative-plural,ponomar-dan-1-2-sosudov-genitive-plural	dyachenko-680-sosudy-semantics,sense:v11:noun:sosud	10000	The locked passages independently establish identity, concrete and metaphorical senses, representative typed cells, accent, and positional spelling; Alypy licenses the complete hard-masculine class.	Admitted as a complete productive hard-masculine noun with six exact source-backed cells, including both attested nominative-plural variants, plus a reusable fixed-stem accent paradigm.
synodal:family-candidate:d16377350f264f506f0199b5	admitted	synodal:adverb:vskuyu	exact-indeclinable-adverb	not-inferred			indeclinable				acute on ꙋ	preserve exact whole-token spelling		alypy-gamanovich-grammar-web-2023	§108	ponomar-composite-8-51-vskuyu-indeclinable	alypy-108-vskuyu-adverb,sense:v18:adverb:vskuyu	10000	The admission is one exact invariant interrogative adverb and does not infer a reusable -ꙋю morphology.	Admitted after Alypy explicitly classified вскꙋ́ю as an adverb of reason and a disjoint locked source passage confirmed the target token.
synodal:family-candidate:d1f0f2c3e89337acc9c4ab47	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.27		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:d2da03313906ae8539bb0f22	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.1.1,Acts.1.6		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:d36afbed075ee0a8863d5f6d	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.36		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:d3cd8319ae71dca5427673e9	deferred	synodal:determiner:ves														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.19,Acts.1.8,Acts.15.22,Acts.2.44,Acts.2.5	synodal:determiner:ves	8000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:d4ac6fbf18901487d2e5638a	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.20.29,Acts.9.6,Apoc.11.11,Deut.1.37		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:d5994f5ec5529c44828684f0	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.15		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:d5e173e47a089ea4d070683e	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.24,Acts.4.32		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:d66b8332cd750efceb8d8093	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.1.16,Acts.8.35,Apoc.9.19		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:d7e62492841896500f447fa9	admitted	synodal:noun:vsesozhzhenie	first-soft-ie-n	всесожженї	neuter		singular,dual,plural	inanimate			fixed acute on third stem vowel	regular soft -їе neuter endings with exact wide-є plural override		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-composite-6-17-vsesozhzhenie-accusative-singular,ponomar-gen-22-6-vsesozhzheniya-genitive-singular,ponomar-deut-12-13-vsesozhzhenii-genitive-plural	ponomar-sci-vsesozhzhenie-semantic,sense:v13:noun:vsesozhzhenie	10000	Alypy supplies the complete class; locked target cells establish identity, spelling, and accent, while exact variants stay cell-scoped.	Admitted as a complete productive inanimate soft -їе neuter with exact singular and plural target members and disjoint held-out evaluation.
synodal:family-candidate:d7ed82b5d1aeaf96b5d29dbd	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.17		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: a reviewed runtime lexeme is compatible, but the exact printed variant, accent or positional behavior, and typed cell are not independently cited together. Accentless similarity is not an admission.
