review_id	decision	route	family_id	lexeme_id	lemma	part_of_speech	surface	frequency	cell	semantic_evidence_id	morphology_evidence_id	target_evidence_id	evaluation_candidate_id	source_passage	evaluation_passage	predicted_unique_tokens	realized_unique_tokens	blocker	review_note
v06-exact-9c299609aa32effb	admitted	source-typed-exact	v06-family-68b293c420890844	synodal:noun:milost	милость	noun	ми́лости	56	noun:nominative:singular:inanimate		v06-ud-c00b1d27a7885582	v06-target-03ce09761ccfc2a9	synodal:candidate:bd83abd74b6c5486085ffdaf	Esther.3.13	III_Esdra.4.24	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9c5789ec09a38f1f	admitted	source-typed-exact	v06-family-bcbe30a650e3a5bb	synodal:noun:v06-02f6e46669e2730d	свѣтило	noun	свѣти̑ла	41	noun:accusative:plural:inanimate	review:v06:02f6e46669e2730d	v06-ud-95b8fbe42948a8b4	v06-target-0ba4fa9ca80cce38	synodal:candidate:fe7151e921bb0c9033924506	Ex.30.7	Ex.25.37	41	41		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9cb2f89f209d1b7f	admitted	source-typed-exact	v06-family-45da7b32e2d7b52f	synodal:verb:wikt-61a99171906f	творити	verb	творитѐ	157	imperative:second:plural	review:v03:61a99171906f	v06-ud-68d5579916503a91	v06-target-fa212ad58dc9d0c1	synodal:candidate:fb256ac6a99263b2f55856da	Acts.13.46	Col.3.23	157	157		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9cf81f0e85984e3d	admitted	source-typed-exact	v06-family-855c941de953229f	synodal:noun:v06-2e1a405928915529	пагоуба	noun	па́гꙋба	42	noun:nominative:singular:inanimate	review:v06:2e1a405928915529	v06-ud-1c3cae4b477d8d09	v06-target-dabf439ac55d6a00	synodal:candidate:2e52a1f4b16f315dcb84e4eb	Ezek.28.19	Hos.9.6	42	42		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9d78441b31bd2871	admitted	source-typed-exact	v06-family-41d07d5eda4a46ff	synodal:noun:v06-64bd1811dbd024b5	око	noun	ѻ҆́ко	174	noun:accusative:singular:inanimate	review:v06:64bd1811dbd024b5	v06-ud-719aaac375418d01	v06-target-30ba4410682bb566	synodal:candidate:0255e6e4fb6c20bdc4f3c014	Deut.7.16	Apoc.1.7	174	174		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9d840156a6b5f24f	admitted	source-typed-exact	v06-family-3bb42b17aa5fdf21	synodal:pronoun:wikt-abc6b7472112	инъ	pronoun	и҆́на	69	pronoun:nominative:dual:masculine:none:any	review:v03:abc6b7472112	v06-ud-e0f04c242525efa9	v06-target-ffeff56a19d94265	synodal:candidate:010c9691a7e07b667fedf34d	Apoc.20.12	Apoc.18.1	0	69		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9e031a14d5c860db	admitted	source-typed-exact	v06-family-48a9b511be811954	synodal:pronoun:v06-a6e60a3f60e607cb	чьто	pronoun	чесѡ̀	109	pronoun:genitive:singular:neuter:none:any	review:v06:a6e60a3f60e607cb	v06-ud-4a8e1f7933fb18f6	v06-target-d379443f8b21025a	synodal:candidate:a1f3cd586d6e52fc01294e25	Acts.22.30	Acts.19.32	109	109		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9e8adee19f6ec7f5	admitted	source-typed-exact	v06-family-5458e05684cee807	synodal:noun:wikt-ed67a3345df1	господь	noun	го́споди	126	noun:vocative:singular:animate	review:v03:ed67a3345df1	v06-ud-98b79d3dcfad1fcf	v06-target-e1fa64f096ce0842	synodal:candidate:31a1b1d519920a8e902c72e6	Apoc.7.14	Dan.10.16	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9ef1c3e602af855c	admitted	source-typed-exact	v06-family-8f3f36fcb2e0043f	synodal:verb:wikt-d09b075fa7b0	наслѣдити	verb	наслѣ́дѧтъ	77	future:third:plural	review:v03:d09b075fa7b0	v06-ud-7be20e2d973f5fb8	v06-target-585a99a8d87b1c2e	synodal:candidate:0f08cc3b6ed7647dc0ca6ce1	Deut.3.20	Deut.1.39	77	77		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9f3ebdd561113a20	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́зѣхъ	40	adjective:genitive:plural:feminine:any:long:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-90f159259aa4b726	v06-target-a61a840927f5cc94	synodal:candidate:cfa74ad770093256dfc5f501	Acts.1.5	Acts.1.3	40	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9f8c16f577bb3928	admitted	source-typed-exact	v06-family-c45af3113a3de3c2	synodal:adjective:v06-1a7ee491487fbd39	крѣпъкъ	adjective	крѣ́покъ	86	adjective:accusative:singular:masculine:inanimate:short:positive	review:v06:1a7ee491487fbd39	v06-ud-b3b8c528dd0d539f	v06-target-3fd7740cb790de8b	synodal:candidate:ee8deadaf1c425ab0d8f9894	Apoc.18.8	Amos.2.9	86	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-9fb21bbd17e91912	admitted	source-typed-exact	v06-family-f59f7b8a15f89a04	synodal:noun:wikt-b4e3cb563142	сѣть	noun	сѣ̑ти	58	noun:genitive:singular:inanimate	review:v03:b4e3cb563142	v06-ud-f6925561b46ddd8b	v06-target-2ee3ca3ca96cf47a	synodal:candidate:894c9cc7f1897ba6b64c89ef	Eccles.7.27	Jerem.18.22	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a00d34bb9d715a3e	admitted	source-typed-exact	v06-family-d6d3a2accec82604	synodal:noun:wikt-d466404ca999	брань	noun	бра̑ни	46	noun:accusative:plural:inanimate	review:v03:d466404ca999	v06-ud-8dad7420309624c2	v06-target-1c681424f9293e66	synodal:candidate:63e3fefa086aa489b0a95474	Ex.15.3	I_Kings.18.17	46	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a0560e0a163cee4a	admitted	source-typed-exact	v06-family-8378597dbb89183f	synodal:pronoun:v06-7cb9fbdd604c5a70	и	pronoun	ни́ма	46	pronoun:dative:dual:masculine:third:any	v06-semantic-pronoun-i	v06-ud-e69faf6a44a952be	v06-target-7cbfd984e40b8f0a	synodal:candidate:a50fc4baf2e458e21a15ea49	Acts.3.8	Acts.14.27	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a0e55d8e447c664b	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́га	86	adjective:genitive:singular:masculine:any:short:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-aed9a9397f9eeb8e	v06-target-7c4e882536eb0d74	synodal:candidate:fb40647b02116208cb11898c	Esther.1.1	Apoc.19.1	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a0ff3e5b43973432	admitted	source-typed-exact	v06-family-2caac33a37adf878	synodal:verb:wikt-332544509d0c	принести	verb	принесѐ	137	past:third:singular	review:v03:332544509d0c	v06-ud-b3cb6ef977389497	v06-target-14adb22d9694a582	synodal:candidate:56181a3ad7f1282100eb2ddd	Acts.4.37	Ex.32.6	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a1624246e1795dc8	admitted	source-typed-exact	v06-family-ef660917b85781c3	synodal:noun:wikt-f0839864e6c2	рана	noun	ра̑ны	43	noun:accusative:plural:inanimate	review:v03:f0839864e6c2	v06-ud-299d0b8deb6c3506	v06-target-3b02f9413231cf7b	synodal:candidate:bb9b8c1fcdab77b34f0fa2d5	Acts.16.23	Prov.19.29	43	43		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a18cd0c787e1c90d	admitted	source-typed-exact	v06-family-07223248863b5123	synodal:verb:wikt-eb542a45226b	ѡбрѣсти	verb	ѡ҆брѣ́те	205	past:second:singular	review:v03:eb542a45226b	v06-ud-df6dfaad4f9f7141	v06-target-850ac8910a8ff81a	synodal:candidate:370dd2763f9e5e5a2b358fc1	Acts.7.46	Acts.10.27	205	205		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a1aa17d67a7709b1	admitted	source-typed-exact	v06-family-13370df5e120c450	synodal:noun:v06-4b110ac5f2b33849	врата	noun	вратѣ́хъ	132	noun:locative:plural:inanimate	review:v06:4b110ac5f2b33849	v06-ud-c7fb52949ea1ba20	v06-target-a7c3ab48009c1b8f	synodal:candidate:0e992c94684d0d2a6acc2be3	Apoc.21.12	II_Kings.18.4	132	132		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a203c27bd3d8a002	admitted	source-typed-exact	v06-family-161e081e8c7d7733	synodal:verb:wikt-06af096688df	рещи	verb	ре́къ	58	participle:past:active:nominative:singular:masculine:any:short:positive	review:v03:06af096688df	v06-ud-b870b846014259bb	v06-target-bbc0d269e0f5098c	synodal:candidate:4ee71eaabdffff509a1e6d52	Acts.1.9	Acts.7.26	58	58		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a21824776f21f3c2	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́зѣхъ	40	adjective:genitive:plural:masculine:any:long:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-04f21c7a13bd93e1	v06-target-a61a840927f5cc94	synodal:candidate:cfa74ad770093256dfc5f501	Acts.1.5	Acts.1.3	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a24204d63ba04643	admitted	source-typed-exact	v06-family-1a7b128995752732	synodal:noun:selo	село	noun	се́ла	107	noun:nominative:plural:inanimate		v06-ud-1dbb2a49c576c0a6	v06-target-8bc90beeedf358fd	synodal:candidate:719f2b0f8ea74f72fe6ae653	Acts.28.7	II_Esdra.4.50	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a2b837dc2e63f42f	admitted	source-typed-exact	v06-family-fd43e32005f29441	synodal:noun:v06-3fb2ff1e1c3b7ac8	вопль	noun	во́пль	86	noun:nominative:singular:inanimate	review:v06:3fb2ff1e1c3b7ac8	v06-ud-c805a06863d45895	v06-target-910a3eef681c0195	synodal:candidate:ccedbeb2f8da27277061e82c	Deut.26.7	III_Macc.6.21	86	86		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a32a33bbf0e62bc7	admitted	source-typed-exact	v06-family-68b293c420890844	synodal:noun:milost	милость	noun	ми́лости	56	noun:genitive:singular:inanimate		v06-ud-af38d40fe12314f4	v06-target-03ce09761ccfc2a9	synodal:candidate:bd83abd74b6c5486085ffdaf	Esther.3.13	III_Esdra.4.24	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a3f59efede882de9	admitted	source-typed-exact	v06-family-41d07d5eda4a46ff	synodal:noun:v06-64bd1811dbd024b5	око	noun	ѻ҆чи́ма	470	noun:dative:dual:inanimate	review:v06:64bd1811dbd024b5	v06-ud-fea1215b43f15fd3	v06-target-3abcc259b09bffa8	synodal:candidate:1d5c03ac564ee6fbd291404d	Acts.9.8	Acts.28.27	470	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a420445428609c49	admitted	source-typed-exact	v06-family-4d66b78b6f82efd8	synodal:verb:wikt-8e44f6232ff8	ѿити	verb	ѿи́де	309	past:third:singular	review:v03:8e44f6232ff8	v06-ud-599146b41a4fc948	v06-target-f266ea248d91c74b	synodal:candidate:b60b5c63285407243a007057	Acts.10.7	Composite.8.5	309	309		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a463543470d74768	admitted	source-typed-exact	v06-family-41f98d2fcef64207	synodal:adjective:wikt-a9cef2fd54e7	благъ	adjective	благо́е	60	adjective:accusative:singular:neuter:inanimate:long:positive	review:v03:a9cef2fd54e7	v06-ud-546cb0511ca6083e	v06-target-eb134d091bbf7ae1	synodal:candidate:4fe074ac70843bb11e1b3694	Deut.6.18	III_Esdra.3.22	60	60		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a4eddf849253f7e9	admitted	source-typed-exact	v06-family-161e081e8c7d7733	synodal:verb:wikt-06af096688df	рещи	verb	рѣ́сте	47	past:second:plural	review:v03:06af096688df	v06-ud-04dbf25e7bfcfee2	v06-target-05d4589b849a8361	synodal:candidate:b00eb7c7ce822afc5732fd88	Amos.5.14	I_Kings.10.19	47	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a52b4e1dc0f77849	admitted	source-typed-exact	v06-family-ac768fc820943b86	synodal:noun:rab	рабъ	noun	ра́бъ	429	noun:accusative:singular:animate		v06-ud-4fc8d5ea622be92c	v06-target-1506941022406563	synodal:candidate:457ba40fdfda432481bd40ea	Apoc.6.15	Deut.16.14	429	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a6630a325979fdce	admitted	source-typed-exact	v06-family-6290441594f57755	synodal:noun:v06-6f6cb44e5f184035	помощь	noun	По́мощь	137	noun:accusative:singular:inanimate	review:v06:6f6cb44e5f184035	v06-ud-ab155c7abb79f38b	v06-target-f65e2050bb76f6c0	synodal:candidate:44852bf54a92157c4f7ea57c	Acts.26.22	Psalm.120.2	137	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a67312c5560c8a8d	admitted	source-typed-exact	v06-family-ad989dccf444012f	synodal:verb:v06-8b9d05677b0275a2	заклати	verb	закла̀	51	past:second:singular	review:v06:8b9d05677b0275a2	v06-ud-c3e2de56ded4415d	v06-target-105ef5b5ee6e3ed7	synodal:candidate:2504c99f036bd40fdd1e109b	Composite.5.3	III_Kings.18.40	51	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a6f75ecf9d155583	admitted	source-typed-exact	v06-family-c57d9a901b55f999	synodal:adjective:wikt-804d9a9cde41	живъ	adjective	жива̀	54	adjective:nominative:plural:neuter:any:short:positive	review:v03:804d9a9cde41	v06-ud-61fc933f656e6c68	v06-target-e88d47d6b75db50f	synodal:candidate:8f59b2cac93a1bf456845594	Apoc.16.3	Deut.5.26	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a735ed85defab22e	admitted	source-typed-exact	v06-family-c2b855554e6c28c2	synodal:numeral:wikt-58a4f8eb4197	шесть	numeral	шестѝ	61	numeral:cardinal:locative:singular:feminine:any	review:v03:58a4f8eb4197	v06-ud-327302c628ea270e	v06-target-1803066ab640b10e	synodal:candidate:33a4a80946e3e4eb120ff47a	Dan.3.1	Ex.25.35	0	61		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a7701681bba17e69	admitted	source-typed-exact	v06-family-1c2c7f0a8124e4c2	synodal:noun:v06-7b1e864dda89753f	отрѡкъ	noun	ѻ҆́трока	56	noun:genitive:singular:animate	review:v06:7b1e864dda89753f	v06-ud-dbcff19e13639586	v06-target-56c2e7683773e57a	synodal:candidate:9f06a78951ad21574f0f94eb	Acts.3.13	Acts.4.25	56	56		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a7dd128814bdcffb	admitted	source-typed-exact	v06-family-8b11aa406fd78a8f	synodal:numeral:wikt-bc270882d39d	десѧть	numeral	десѧтѝ	94	numeral:cardinal:dative:singular:masculine:any	review:v03:bc270882d39d	v06-ud-e659c3f9894a1c6d	v06-target-5a2867947bbcf08a	synodal:candidate:eb30d106caf3547df2b45987	Acts.25.6	Dan.1.12	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a9008dc6d0dc080c	admitted	source-typed-exact	v06-family-4ba4ee2693367d56	synodal:noun:wikt-5e7decaf3d4a	стадо	noun	ста́да	94	noun:genitive:singular:inanimate	review:v03:5e7decaf3d4a	v06-ud-2c902b04107b7c66	v06-target-39bfb803efc80d4c	synodal:candidate:c97ebf8c3fbedd25cc45054f	Acts.20.29	Zech.13.7	94	94		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a90626482d76315b	admitted	source-typed-exact	v06-family-d40480323b8991a0	synodal:noun:wikt-7edbe8aea3ab	страхъ	noun	стра́сѣ	48	noun:locative:singular:inanimate	review:v03:7edbe8aea3ab	v06-ud-81ed8549d86009f4	v06-target-a107e3c2ac940b2a	synodal:candidate:bd83abd74b6c5486085ffdaf	Acts.9.31	III_Esdra.4.24	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a914512ebc448bb5	admitted	source-typed-exact	v06-family-8378597dbb89183f	synodal:pronoun:v06-7cb9fbdd604c5a70	и	pronoun	ни́ма	46	pronoun:instrumental:dual:masculine:third:any	v06-semantic-pronoun-i	v06-ud-1e4ca4783c1b01b0	v06-target-7cbfd984e40b8f0a	synodal:candidate:a50fc4baf2e458e21a15ea49	Acts.3.8	Acts.14.27	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a9355c2daae719d5	admitted	source-typed-exact	v06-family-cf0089f70310aeca	synodal:noun:slovo	слово	noun	словесѝ	248	noun:genitive:singular:inanimate		v06-ud-5a6bbfa56ef03f2e	v06-target-5e11f567592b29e8	synodal:candidate:22e8b64c50e1fdbe4336a654	Acts.18.15	Acts.7.29	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-a98084122f74f18c	admitted	source-typed-exact	v06-family-ac24451e083a7989	synodal:verb:wikt-78da2d05497d	видѣти	verb	ви́дѣхомъ	71	past:first:plural	review:v03:78da2d05497d	v06-ud-281d5ac6f18ed724	v06-target-9dcdefdd129b3028	synodal:candidate:19dc02f5e677e0d075fdcbe0	Acts.4.20	Mt.25.38	71	71		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-aa505a3d1a5ffc76	admitted	source-typed-exact	v06-family-b25e9c7813b24437	synodal:noun:wikt-fd691ce3ca48	гора	noun	гора́мъ	44	noun:dative:plural:inanimate	review:v03:fd691ce3ca48	v06-ud-f9a03e38bb684168	v06-target-bad78ee173f8f5b6	synodal:candidate:89349df665f2497dceda94ae	Deut.8.7	Apoc.6.16	44	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ab5b1965c9ce1bd5	admitted	source-typed-exact	v06-family-af070da9e711f5a8	synodal:verb:wikt-889207ff8e35	благословити	verb	благословѝ	93	past:third:singular	review:v03:889207ff8e35	v06-ud-d8f17a3b96574a7d	v06-target-d78cd0291e53ecd7	synodal:candidate:25647abfad7fa6a4cfd48c08	Dan.2.19	Gen.14.19	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-abc6eb7cd3bbe6aa	admitted	source-typed-exact	v06-family-e7a7aed744fe4143	synodal:verb:wikt-4ddd824b8609	показати	verb	показа̀	110	past:third:singular	review:v03:4ddd824b8609	v06-ud-cc5427935a3e0ad1	v06-target-c60b116522bde763	synodal:candidate:e3186dc6089c66cff0888a48	Acts.10.28	Gen.41.28	110	110		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ac44f9642d4810bf	admitted	source-typed-exact	v06-family-1f381093b182e149	synodal:noun:v06-2bad9587e8b70547	дождь	noun	до́ждь	116	noun:accusative:singular:inanimate	review:v06:2bad9587e8b70547	v06-ud-84ee53e1565fa899	v06-target-12e51b20d800054d	synodal:candidate:ea71b7f62b64610da76a7804	Acts.28.2	Dan.3.64	116	116		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ac60bb9ee556f2f1	admitted	source-typed-exact	v06-family-41d07d5eda4a46ff	synodal:noun:v06-64bd1811dbd024b5	око	noun	ѻ҆́чи	579	noun:accusative:dual:inanimate	review:v06:64bd1811dbd024b5	v06-ud-2b8ee8657fed5049	v06-target-a4d19be5ee72ba00	synodal:candidate:1d5c03ac564ee6fbd291404d	Acts.9.40	Acts.28.27	579	579		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ad5ae286900857cf	admitted	source-typed-exact	v06-family-ef8e848ce717ee09	synodal:adjective:wikt-f2a9817d8801	добръ	adjective	до́брое	82	adjective:accusative:singular:neuter:inanimate:long:positive	review:v03:f2a9817d8801	v06-ud-559d0ca7ea56b8a6	v06-target-2e5330bc3f85243b	synodal:candidate:8dbec9d5f9c160fee6b4046d	Acts.27.8	Deut.21.9	82	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ad906a8f46e1fee3	admitted	source-typed-exact	v06-family-07223248863b5123	synodal:verb:wikt-eb542a45226b	ѡбрѣсти	verb	ѡ҆брѧ́щете	42	future:second:singular	review:v03:eb542a45226b	v06-ud-20635a2f91bce298	v06-target-c46c88d2f5eb43d0	synodal:candidate:563481cd7547c1531ecd3869	Deut.4.29	Ex.5.11	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ae50c80f41a48b20	admitted	source-typed-exact	v06-family-006271eb9d69f4be	synodal:noun:dar	даръ	noun	дарѡ́въ	42	noun:genitive:plural:inanimate		v06-ud-f2ee2d3c2a63a750	v06-target-304f68b647c17ee0	synodal:candidate:1bae24403efa4607ca21ae0b	Deut.16.19	Ezek.20.31	42	42		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ae86b4dbfe590898	admitted	source-typed-exact	v06-family-8f2d5bca8894110f	synodal:verb:wikt-e0c91b5eb837	ѡставити	verb	ѡ҆ста́ви	308	past:second:singular	review:v03:e0c91b5eb837	v06-ud-ebf2d167f7b18456	v06-target-c22cbe6b33da70a4	synodal:candidate:cfd4c81d1443fa9d1b73d42e	Acts.14.17	Ex.10.5	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-aeecd5e397084611	admitted	source-typed-exact	v06-family-6299df61d679a844	synodal:verb:v06-8673185ecc70a12e	прїѧти	verb	прїимѝ	70	imperative:second:singular	review:v06:8673185ecc70a12e	v06-ud-f16d3abfb472f7de	v06-target-ea956544ff22ad03	synodal:candidate:2bda3d0eae6fe6a7fe10ce3b	Apoc.10.8	Ezek.16.52	70	70		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-af814d556f316d17	admitted	source-typed-exact	v06-family-14960f7326ef8f40	synodal:noun:v06-673b2df93b4f89a8	знаменїе	noun	зна́менїе	240	noun:nominative:singular:inanimate	review:v06:673b2df93b4f89a8	v06-ud-b88f3d52686556fc	v06-target-dbaa6c5d53e1f98a	synodal:candidate:6cd39c4de0dea847f0081dac	Acts.4.16	Apoc.12.3	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-af9553144d42df99	admitted	source-typed-exact	v06-family-9b079522ef514db2	synodal:verb:dati	дати	verb	дана̀	101	participle:past:passive:nominative:singular:feminine:any:short:positive		v06-ud-50b7c18851b602de	v06-target-6b573ec1d52e7b9c	synodal:candidate:ebabc4b18b1640c34a9cf5f0	Apoc.6.8	Apoc.9.10	101	101		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-b02ee3cd4fc24507	admitted	source-typed-exact	v06-family-86360391c48fd87c	synodal:verb:wikt-baa1f561a7e4	привести	verb	приведѐ	116	past:second:singular	review:v03:baa1f561a7e4	v06-ud-9475e44ff0dbdf52	v06-target-197eaf7aa8fb6480	synodal:candidate:e4cce549d7c41ffa71c4f210	Acts.5.26	Ezek.31.4	116	116		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-b058ee586f2816e8	admitted	source-typed-exact	v06-family-6afd5836abd2d2e9	synodal:noun:wikt-34a97d0572e7	болѣзнь	noun	бѡлѣ́зни	76	noun:genitive:singular:inanimate	review:v03:34a97d0572e7	v06-ud-a651b65c525d7ec5	v06-target-c271a238dead0876	synodal:candidate:7ccfabf5a97a618ef95686b7	Acts.2.24	Ex.15.14	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
